# HCOND2  THICKM2  ELEVDN  WIDTH2  DEPTH2  THTS2  THTI2  EPS2  UHC2
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
-1e+06	-1e+06	-1e+06	3	-1e+06	-1e+06	-1e+06	-1e+06	-1e+06
